"contact_id","naics_id","rank"
"23","541512","2"
"24","561612","1"
"25","541611","1"
"26","541512","1"
"26","541511","2"
"26","611420","3"
"27","54131","1"
"27","54143","2"
"27","323122","3"
"2819","541511","1"
"2819","541512","2"
"30","332312","1"
"30","333319","2"
"33","23821","1"
"34","44312","1"
"34","3341","2"
"34","423430","3"
"35","562910","1"
"35","541710","2"
"35","541620","3"
"3084","237110","1"
"37","238210","1"
"37","32791","2"
"37","221","3"
"38","323115","1"
"38","54186","2"
"38","32311","3"
"39","334412","1"
"40","443120","1"
"41","541214","1"
"41","561330","2"
"41","561320","3"
"42","532420","1"
"42","517","2"
"40","423430","2"
"3084","238910","2"
"3084","237310","3"
"44","54161","1"
"44","92613","2"
"44","5411","3"
"811","541620","1"
"47","518","1"
"47","54151","2"
"47","516110","3"
"3089","541330","1"
"1123","32311","1"
"1123","323115","2"
"50","541519","1"
"50","541511","2"
"50","541512","3"
"3089","541512","2"
"1123","54143","3"
"566","541310","1"
"56","541710","1"
"57","56172","1"
"57","561740","2"
"3089","541611","3"
"56","334413","2"
"58","238390","1"
"59","541690","1"
"59","541990","2"
"59","541330","3"
"60","541710","1"
"60","33451","2"
"60","541330","3"
"61","42","1"
"61","54161","2"
"61","5415","3"
"63","44312","1"
"63","541519","3"
"63","61142","2"
"64","339999","1"
"65","541990","1"
"66","524","1"
"66","5241","2"
"69","339950",""
"70","511210",""
"70","541511",""
"71","321999",""
"71","3334",""
"71","922140",""
"811","611430","2"
"811","541990","3"
"74","5614",""
"74","522320",""
"75","5416",""
"75","54161",""
"75","541330",""
"76","541512",""
"76","335129",""
"76","334220",""
"77","561720",""
"77","56173",""
"77","561740",""
"1995","541511","1"
"1995","541512","2"
"1995","541513","3"
"80","22121",""
"80","2211",""
"81","23835",""
"81","238350",""
"83","56172",""
"1019","711510","1"
"85","541",""
"85","541330",""
"85","541620",""
"86","61142",""
"86","516",""
"86","54143",""
"87","22111",""
"87","42361",""
"87","335999",""
"1976","2326","1"
"1976","2353","2"
"1976","2339","3"
"3061","541511","1"
"3061","611420","2"
"90","54133",""
"90","5417",""
"91","423610",""
"91","42361",""
"92","522220",""
"92","51",""
"94","811192",""
"94","811191",""
"94","44711",""
"95","45321",""
"96","541430",""
"98","54143",""
"98","541430",""
"98","5418",""
"99","322233",""
"99","322291",""
"99","326111",""
"100","3359",""
"100","334419",""
"100","423690",""
"2857","541512","3"
"102","54162",""
"104","811212",""
"105","5418",""
"105","5161",""
"105","51",""
"106","541690",""
"106","541330",""
"106","237130",""
"3184","442110","1"
"108","334513",""
"108","334514",""
"108","334515",""
"109","541612",""
"109","561310",""
"110","811310",""
"111","4441",""
"111","42512",""
"111","423320",""
"112","541620",""
"3061","518210","3"
"2301","926110","1"
"114","541612",""
"114","541618",""
"114","541990",""
"115","51821",""
"115","561410",""
"115","5191",""
"116","561310",""
"116","5613",""
"117","33299",""
"117","339999",""
"117","336212",""
"118","54162",""
"118","541330",""
"119","3312",""
"119","332322",""
"119","332710",""
"120","56162",""
"120","44312",""
"120","92811",""
"121","512191",""
"121","512199",""
"121","3399",""
"123","611430",""
"123","611519",""
"123","611699",""
"124","423510",""
"124","332999",""
"126","532420",""
"126","238390",""
"126","442110",""
"127","518210",""
"128","541380",""
"128","54",""
"128","541",""
"129","42384",""
"2601","561320","1"
"2601","541512","2"
"2601","541330","3"
"131","511210",""
"131","541511",""
"131","541512",""
"132","423430",""
"132","334111",""
"133","517","1"
"134","541620",""
"135","23821",""
"136","-2",""
"136","423850",""
"137","42345",""
"138","221119",""
"138","2371",""
"138","5617",""
"139","923110",""
"139","236",""
"140","541",""
"140","54171",""
"141","561790",""
"142","334418",""
"142","33441",""
"143","236210",""
"143","6241",""
"144","-2",""
"144","3312",""
"145","541690",""
"145","334512",""
"145","238210",""
"146","423690",""
"147","5614",""
"147","51821",""
"147","561410",""
"148","332999",""
"149","541",""
"149","54",""
"149","54161",""
"150","541330",""
"150","54161",""
"150","92",""
"151","2383",""
"151","236",""
"152","54121",""
"152","5412",""
"154","561320",""
"154","561310",""
"155","524298",""
"156","541330",""
"157","5313",""
"157","42342",""
"1357","541511","1"
"1357","541512","2"
"1357","511210","3"
"159","561320",""
"160","541511",""
"160","541512",""
"160","541513",""
"162","541430",""
"162","54143",""
"162","541613",""
"163","52",""
"163","5259",""
"163","525990",""
"2935","512110","1"
"2935","512110","2"
"2935","512191","3"
"165","541214",""
"165","443120",""
"165","517",""
"166","61",""
"167","561310",""
"167","541511",""
"167","541512",""
"169","334111",""
"169","334112",""
"169","423430",""
"171","562910",""
"171","541620",""
"172","421410",""
"172","421420",""
"172","421430",""
"173","813219",""
"173","51223",""
"173","561499",""
"174","56162",""
"175","325520",""
"175","32552",""
"175","332612",""
"176","423450",""
"176","423490",""
"176","423740",""
"177","512191",""
"177","512199",""
"178","336999",""
"178","333111",""
"178","3361",""
"179","-2",""
"179","333",""
"179","541330",""
"180","-2",""
"181","423330",""
"181","42333",""
"181","236220",""
"182","423430",""
"183","334111",""
"183","423430",""
"183","541511",""
"184","332710",""
"184","33271",""
"185","541620",""
"185","561210",""
"185","562211",""
"824","541330","1"
"187","238140",""
"189","42343",""
"190","621320",""
"190","446130",""
"191","33641",""
"191","33271",""
"191","3327",""
"192","332710",""
"192","3327",""
"192","33271",""
"193","51211",""
"194","56172",""
"195","335999",""
"196","561720",""
"196","56172",""
"196","561740",""
"197","443120",""
"198","4235",""
"198","331492",""
"198","42351",""
"199","519190",""
"199","33411",""
"199","334",""
"200","5313",""
"200","23",""
"200","236118",""
"201","337214",""
"202","42345",""
"203","238210",""
"2842","541511","1"
"205","924120",""
"205","54",""
"205","541720",""
"206","45113",""
"1991","561320","1"
"2842","541519","2"
"824","541620","2"
"2842","541611","3"
"3474","332710","1"
"210","51751",""
"210","5415",""
"210","61142",""
"3461","541512","1"
"3461","518210","2"
"3461","541513","3"
"214","541512",""
"3448","541511","1"
"824","541690","3"
"216","23",""
"218","54192",""
"219","339111",""
"219","334413",""
"219","334515",""
"221","541990",""
"221","54199",""
"222","423430",""
"222","42343",""
"222","3341",""
"3184","424120","2"
"224","561",""
"224","56",""
"225","54133",""
"225","924",""
"225","925120",""
"226","423690",""
"226","423610",""
"226","423840",""
"227","3342",""
"228","56132",""
"229","339111",""
"229","3391",""
"229","334516",""
"230","519190",""
"230","5415",""
"230","519",""
"231","331411",""
"231","541519",""
"232","423690",""
"233","541330",""
"233","54133",""
"233","334513",""
"234","23",""
"234","238320",""
"236","236",""
"236","336",""
"237","45392",""
"238","238210",""
"238","221122",""
"238","23821",""
"239","332",""
"239","33299",""
"239","3323",""
"240","72",""
"241","493",""
"241","493190",""
"241","-1",""
"242","423430",""
"242","517310",""
"242","334310",""
"243","561612",""
"244","333319",""
"244","334310",""
"245","423430",""
"245","811212",""
"246","23822",""
"247","42",""
"247","561622",""
"3184","443120","3"
"250","811213",""
"250","517",""
"250","5173",""
"251","541330",""
"251","541620",""
"252","561",""
"253","924",""
"253","541620",""
"253","54161",""
"3448","541412","2"
"256","541690",""
"256","541620",""
"256","541990",""
"3448","541611","3"
"3452","326191","1"
"3452","333414","2"
"258","532",""
"258","52222",""
"258","533110",""
"2723","518210","1"
"2723","541611","2"
"260","541620",""
"260","541620",""
"261","45299",""
"261","54199",""
"262","8112",""
"262","22111",""
"263","541611",""
"264","334413",""
"265","54199",""
"265","54133",""
"265","5414",""
"267","54133",""
"267","54162",""
"2933","561330","1"
"2933","561311","2"
"2933","561320","3"
"269","236220",""
"269","238110",""
"269","238140",""
"270","561730",""
"271","541511",""
"272","562910",""
"272","561790",""
"272","238320",""
"273","512110",""
"2557","54143","1"
"2557","54134","2"
"276","325193",""
"276","32519",""
"276","5419",""
"277","532291",""
"278","5418",""
"278","515",""
"278","54183",""
"279","541310",""
"281","54143",""
"281","541613",""
"281","54186",""
"282","-2",""
"283","33599",""
"283","332116",""
"283","33351",""
"284","541330",""
"284","541512",""
"284","541710",""
"286","541620",""
"286","54169",""
"287","31199",""
"287","23899",""
"3467","561311","1"
"1024","561311","1"
"3334","332710","1"
"289","541620",""
"289","541330",""
"290","3372",""
"291","334411",""
"293","32591",""
"293","811212",""
"293","541513",""
"294","238210",""
"3325","732","1"
"297","221119",""
"297","237130",""
"297","423610",""
"298","541511",""
"298","541612",""
"298","561320",""
"300","44419",""
"301","423430",""
"301","44312",""
"301","45321",""
"302","811219",""
"303","423210",""
"305","332721",""
"305","32191",""
"305","333515",""
"3090","332322","1"
"307","561110",""
"307","561410",""
"307","511130",""
"308","541310",""
"308","541330",""
"308","622",""
"309","561720",""
"309","5617",""
"311","541380",""
"311","541620",""
"311","541330",""
"3023","541330","1"
"3023","541380","2"
"3023","541390","3"
"313","541620",""
"313","562910",""
"2759","541611","1"
"315","541330",""
"315","561110",""
"315","541990",""
"316","322222",""
"316","4241",""
"316","4251",""
"317","54143",""
"317","516",""
"317","512110",""
"2759","611430","2"
"2759","541612","3"
"3009","562910","1"
"319","541990",""
"319","5417",""
"320","56172",""
"320","561720",""
"321","561",""
"321","561499",""
"321","5112",""
"3009","334513","2"
"3009","561621","3"
"323","5173",""
"323","517",""
"323","51731",""
"324","332710",""
"324","332",""
"325","541990",""
"327","238210",""
"327","517",""
"328","541519",""
"329","541519",""
"331","541511",""
"3040","517910","1"
"333","325132",""
"333","334112",""
"333","334119",""
"3040","541330","2"
"3040","541511","3"
"1983","423610","1"
"336","541512",""
"336","517110",""
"336","811213",""
"337","423710",""
"337","424130",""
"337","423420",""
"338","332710",""
"338","326",""
"338","32721",""
"339","423430",""
"339","811212",""
"339","423420",""
"340","334513",""
"340","332710",""
"340","335999",""
"343","5613",""
"344","236220",""
"345","332710",""
"345","326199",""
"345","33322",""
"346","561720",""
"347","334411",""
"347","33599",""
"347","33299",""
"2748","541310","1"
"349","221",""
"349","485",""
"349","482",""
"351","541620",""
"351","54162",""
"351","924",""
"1983","424720","2"
"353","238210",""
"353","423430",""
"353","443120",""
"354","238290",""
"354","5629",""
"354","333514",""
"3071","541511","1"
"3071","541512","2"
"356","541690",""
"356","339111",""
"357","334412",""
"357","334418",""
"357","335931",""
"359","541690",""
"359","221112",""
"359","324110",""
"360","51211",""
"361","516",""
"361","541613",""
"3071","541611","3"
"361","5419",""
"362","236",""
"362","541330",""
"363","541930",""
"364","339950",""
"365","5621",""
"365","56211",""
"365","5622",""
"366","541613",""
"366","54182",""
"367","339111",""
"368","323110",""
"370","23833",""
"370","238330",""
"371","311999",""
"371","71131",""
"371","722",""
"372","332",""
"372","333992",""
"372","3335",""
"373","8139",""
"373","323119",""
"373","323",""
"374","-1",""
"374","81392",""
"374","488510",""
"375","448",""
"376","561990",""
"376","541614",""
"376","561990",""
"3467","561312","2"
"3467","561320","3"
"3191","511210","1"
"3190","722320","1"
"3190","722310","2"
"379","51821",""
"380","541930",""
"380","561492",""
"380","561410",""
"382","2211",""
"382","221",""
"383","5622",""
"383","42393",""
"384","541511",""
"384","541512",""
"384","541513",""
"385","54136",""
"385","541350",""
"385","541360",""
"387","423490",""
"387","327215",""
"387","339111",""
"389","33299",""
"389","332",""
"389","3312",""
"390","54133",""
"390","5417",""
"390","541710",""
"391","333314",""
"392","5415",""
"392","54151",""
"392","541512",""
"394","541330",""
"395","541910",""
"395","541611",""
"395","541613",""
"396","5415",""
"397","45321",""
"397","33994",""
"397","322121",""
"398","443120",""
"398","423430",""
"398","541512",""
"399","541511",""
"399","541612",""
"399","541512",""
"400","51112",""
"400","54186",""
"400","51114",""
"401","3335",""
"401","33351",""
"402","923110",""
"402","6117",""
"402","516",""
"403","5418",""
"403","314999",""
"403","314110",""
"404","323115",""
"404","323116",""
"404","323117",""
"405","541620",""
"405","541618",""
"406","541710",""
"407","561499",""
"407","425110",""
"407","517212",""
"408","327215",""
"408","3272",""
"408","32721",""
"409","5416",""
"409","5413",""
"409","5419",""
"410","54133",""
"412","339999",""
"3190","531120","3"
"2234","561320","1"
"414","5413",""
"414","541330",""
"414","922160",""
"2234","561311","2"
"3452","325211","3"
"416","541511",""
"416","541330",""
"416","54161",""
"418","541990",""
"418","541690",""
"418","541710",""
"419","561720",""
"419","56172",""
"420","5413",""
"420","541620",""
"420","541",""
"421","23",""
"421","54142",""
"421","339",""
"422","541513",""
"422","541512",""
"422","423430",""
"423","423430",""
"423","334111",""
"423","334112",""
"425","811211",""
"425","811212",""
"425","811213",""
"426","561720",""
"426","561730",""
"427","423430",""
"427","3341",""
"427","44312",""
"428","541810",""
"428","541613",""
"428","541820",""
"429","541710",""
"429","561210",""
"429","541511",""
"430","54134",""
"430","-2",""
"430","5417",""
"431","331524",""
"1983","423120","3"
"1044","54161","1"
"1044","928120","2"
"433","332710",""
"434","541380",""
"435","541611",""
"435","541710",""
"435","541690",""
"436","52222",""
"1044","425120","3"
"438","541612",""
"973","541519","1"
"977","561730","1"
"441","423740",""
"442","423840",""
"442","423830",""
"442","423810",""
"443","335931",""
"443","335932",""
"443","334119",""
"444","561",""
"444","51919",""
"444","54186",""
"3446","423690","1"
"1024","611430","2"
"1024","611420","3"
"446","315",""
"447","54193",""
"448","54186",""
"448","54143",""
"448","32311",""
"449","32311",""
"449","54186",""
"450","54161",""
"451","481",""
"451","4885",""
"453","8112",""
"453","811",""
"453","8113",""
"454","541511",""
"454","541611",""
"454","541614",""
"3453","333314","1"
"456","424120",""
"456","325992",""
"456","423210",""
"457","541330",""
"457","541420",""
"457","562213",""
"458","541613",""
"458","541820",""
"458","5416",""
"460","561499",""
"461","52399",""
"462","541710",""
"463","238990",""
"463","23822",""
"464","423450",""
"464","339113",""
"465","423430",""
"465","454111",""
"465","541511",""
"466","42345",""
"466","423450",""
"466","42384",""
"467","81121",""
"467","3231",""
"467","5321",""
"468","321920",""
"468","488991",""
"470","2383",""
"470","23",""
"470","238320",""
"471","541612","1"
"472","519190",""
"472","51919",""
"472","54169",""
"473","541511",""
"473","541513",""
"473","541512",""
"474","481",""
"475","423420",""
"476","5621",""
"477","54199",""
"3490","561111","1"
"3490","561311","2"
"2473","532420","1"
"479","54161",""
"479","541",""
"479","518",""
"3477","453210","1"
"481","541690",""
"481","562910",""
"481","541620",""
"483","333992",""
"483","331221",""
"483","333513",""
"484","23",""
"484","238210",""
"484","2381",""
"485","23835",""
"486","541380",""
"3477","326111","2"
"2473","541512","2"
"3481","54180","1"
"488","541710",""
"488","541690",""
"488","541330",""
"3477","326199","3"
"3481","54890","2"
"3490","561320","3"
"490","517",""
"492","236",""
"493","323113",""
"493","323114",""
"493","541430",""
"494","561720",""
"494","56172",""
"495","541511",""
"495","541512",""
"498","324191",""
"499","561720",""
"500","512110",""
"500","512199",""
"500","512191",""
"501","423450",""
"501","42345",""
"502","333298",""
"503","3331",""
"504","811",""
"505","8113",""
"505","236220",""
"505","2361",""
"507","334613",""
"507","334112",""
"507","423430",""
"508","541930",""
"508","54193",""
"509","423430",""
"509","334",""
"510","325",""
"510","339111",""
"510","423490",""
"511","238910",""
"512","23821",""
"512","92216",""
"512","238",""
"513","423690",""
"513","423490",""
"2851","325120","1"
"515","54169",""
"516","54161",""
"516","54169",""
"516","541",""
"2851","423710","2"
"518","333999",""
"519","333999",""
"518","339111",""
"519","339111",""
"520","493130",""
"520","562910",""
"520","722320",""
"521","54151",""
"521","541",""
"2851","327212","3"
"3246","332312","1"
"523","541511",""
"523","541330",""
"523","611430",""
"525","54131",""
"525","3323",""
"526","54143",""
"527","423450",""
"527","423690",""
"527","423440",""
"528","333295",""
"528","334516",""
"528","927110",""
"529","423930",""
"529","238910",""
"530","5418",""
"530","611",""
"530","541820",""
"549","5161",""
"3246","332999","2"
"3246","332710","3"
"532","423430",""
"532","322231",""
"532","323112",""
"533","423860",""
"534","33511",""
"534","3351",""
"534","56121",""
"535","5411",""
"535","541191",""
"536","323110",""
"536","323112",""
"536","323122",""
"537","332710",""
"538","333911",""
"538","332510",""
"538","541690",""
"539","541611",""
"539","541620",""
"539","541690",""
"540","541512",""
"540","541511",""
"540","518210",""
"1088","423710","1"
"1088","2899","2"
"542","2383",""
"542","23622",""
"542","23",""
"543","484",""
"544","541330",""
"544","541690",""
"544","927110",""
"547","561720",""
"546","561720",""
"548","611420",""
"548","54",""
"548","561",""
"524","54121","1"
"550","517310",""
"1088","423450","3"
"3148","460","1"
"3148","867","2"
"552","32311",""
"553","423430",""
"553","42371",""
"554","541710",""
"554","541380",""
"555","333314",""
"556","333295",""
"556","334413",""
"3148","847","3"
"3144","236620","1"
"3144","562910","2"
"558","33411",""
"558","541990",""
"558","541511",""
"559","33994",""
"559","561320",""
"559","56131",""
"3144","561621","3"
"561","238320",""
"3475","423430","1"
"563","541611",""
"563","541612",""
"564","221210",""
"565","221210",""
"565","23711",""
"564","23711",""
"565","23731",""
"564","23731",""
"3155","332999","1"
"567","541690",""
"567","518210",""
"567","423490",""
"568","453210",""
"568","541511",""
"568","236",""
"569","423430",""
"2437","441320","1"
"2437","811198","2"
"572","23611",""
"573","23611",""
"574","423430",""
"574","517310",""
"574","541519",""
"575","561320",""
"576","423210",""
"577","541511",""
"577","518210",""
"577","541519",""
"578","236220",""
"578","238220",""
"578","3334",""
"579","236220",""
"580","54151",""
"580","541611",""
"580","511210",""
"3475","335999","2"
"3475","334416","3"
"3478","416","1"
"581","334515",""
"582","334515",""
"583","5413",""
"585","484122",""
"585","56173",""
"585","561720",""
"586","54161",""
"587","33392",""
"588","56173",""
"588","561720",""
"589","561320",""
"589","561310",""
"589","541612",""
"591","423430",""
"590","423430",""
"590","443120",""
"591","443120",""
"3481","541613","3"
"3470","332710","1"
"593","32791",""
"593","32791",""
"593","327910",""
"594","42371",""
"595","423610",""
"595","56121",""
"595","22111",""
"3470","336413","2"
"3470","332994","3"
"597","5412",""
"598","51121",""
"599","541511",""
"599","541330",""
"599","541519",""
"600","423840",""
"600","423710",""
"600","423830",""
"601","562910",""
"601","541620",""
"601","562112",""
"2639","237130","1"
"2639","321992","2"
"2639","484110","3"
"603","541430",""
"603","541810",""
"603","541613",""
"605","333518",""
"604","333518",""
"606","561720",""
"606","56172",""
"607","56173",""
"608","54",""
"608","5416",""
"608","213",""
"609","332991",""
"610","541511",""
"610","541519",""
"610","541512",""
"3483","423610","1"
"3120","72110","1"
"3331","123","1"
"3472","541519","1"
"612","561990",""
"612","561210",""
"612","561499",""
"613","23",""
"615","44419",""
"615","42371",""
"615","42383",""
"3075","561311","2"
"617","562910",""
"617","562211",""
"617","561990",""
"619","541519",""
"618","541519",""
"620","423690",""
"620","42369",""
"621","453210",""
"622","453210",""
"622","423430",""
"621","423430",""
"622","424120",""
"621","424120",""
"623","541990",""
"3308","611430","1"
"625","54143",""
"625","5418",""
"625","541860",""
"626","541330","1"
"626","541710","2"
"626","541380","3"
"627","111","1"
"628","111","1"
"3046","236220","1"
"3046","423490","2"
"630","541512","1"
"630","541519","2"
"630","541690","3"
"631","442110","1"
"631","484210","2"
"632","221122","1"
"632","423520","2"
"632","424720","3"
"633","221210","1"
"633","423520","2"
"633","424720","3"
"634","54151","1"
"634","54171","2"
"634","541330","3"
"635","711510","1"
"3087","235310","1"
"3088","541330","1"
"3088","541990","2"
"3076","561311","1"
"3076","561312","2"
"3457","541330","1"
"639","333512","1"
"640","541370","1"
"3457","238220","2"
"640","541360","2"
"3046","423450","3"
"640","541330","3"
"642","841001080","1"
"643","541611","1"
"643","561320","2"
"643","541612","3"
"644","541990","1"
"644","541512","2"
"644","541330","3"
"645","541990","1"
"645","541512","2"
"645","541330","3"
"646","423430","1"
"646","334111","2"
"646","541519","3"
"648","3344131","1"
"649","237130","1"
"649","221119","2"
"649","238220","3"
"650","238210","1"
"650","221119","2"
"650","611513","3"
"651","326199","1"
"651","339113","2"
"651","315992","3"
"3091","541690","1"
"3091","561621","2"
"3091","561622","3"
"653","611430","1"
"653","541612","2"
"653","541511","3"
"654","541512","1"
"654","541611","2"
"655","541512","1"
"655","541611","2"
"656","236115","1"
"657","561910","1"
"657","54183","2"
"657","512110","3"
"658","54170","1"
"659","332710","1"
"660","332710","1"
"659","332322","2"
"660","332322","2"
"659","333993","3"
"660","333993","3"
"661","337127","1"
"661","238390","2"
"662","541690","1"
"662","541620","2"
"662","541330","3"
"3050","423110","1"
"801","541690","1"
"3050","423330","2"
"3050","423610","3"
"666","334112","1"
"666","811212","2"
"666","443120","3"
"3086","541330","1"
"3086","541360","2"
"669","541820","1"
"669","541613","2"
"669","519130","3"
"670","516110","1"
"670","611710","2"
"670","512110","3"
"671","541690","1"
"671","541690","2"
"671","541711","3"
"672","511210","1"
"672","541511","2"
"673","92412","1"
"674","611430","1"
"674","541611","2"
"674","541613","3"
"3308","561410","2"
"3304","52","1"
"676","337","1"
"677","238210","1"
"677","236220","2"
"677","561220","3"
"678","33593","1"
"678","334419","2"
"679","5416111","1"
"679","61143","2"
"679","561110","3"
"680","332313","1"
"680","332420","2"
"681","42342","1"
"681","423450","2"
"681","42345","3"
"682","541511","1"
"682","541512","2"
"682","541513","3"
"683","423720","1"
"684","237310","1"
"684","237990","2"
"685","541618","1"
"685","541619","2"
"685","541611","3"
"2723","561320","3"
"2724","339950","1"
"2724","541450","2"
"687","423430","1"
"687","443120","2"
"687","517212","3"
"688","541380","1"
"688","541990","2"
"688","541330","3"
"689","44311223","1"
"689","517911","2"
"689","238210","3"
"690","512110","1"
"690","611710","2"
"690","518210","3"
"691","315224","1"
"691","453110","2"
"691","337127","3"
"692","424120","1"
"692","322231","2"
"692","423210","3"
"693","541613","1"
"693","541910","2"
"693","541430","3"
"1488","512110","1"
"1412","811219","1"
"1412","811213","2"
"699","5413","1"
"699","54162","2"
"699","5417","3"
"700","484210","1"
"700","484230","2"
"700","493110","3"
"701","541511","1"
"701","541512","2"
"701","541513","3"
"3457","541690","3"
"801","541620","2"
"801","562910","3"
"704","111","1"
"705","111","1"
"706","111","1"
"707","111","1"
"708","111","1"
"709","111","1"
"710","111","1"
"711","111","1"
"712","111","1"
"713","111","1"
"714","111","1"
"715","111","1"
"716","111","1"
"717","111","1"
"718","111","1"
"719","111","1"
"720","111","1"
"721","111","1"
"722","111","1"
"723","111","1"
"724","111","1"
"725","111","1"
"726","111","1"
"727","111","1"
"728","111","1"
"729","111","1"
"730","111","1"
"731","111","1"
"732","111","1"
"733","111","1"
"734","111","1"
"736","111","1"
"735","111","1"
"737","111","1"
"738","111","1"
"739","111","1"
"740","111","1"
"741","111","1"
"742","111","1"
"743","111","1"
"744","111","1"
"745","111","1"
"747","332721","1"
"747","332710","2"
"748","517","1"
"748","532490","2"
"748","238210","3"
"1705","561320","1"
"2155","561320","1"
"750","541611","1"
"750","541612","2"
"787","238210","1"
"752","238160","1"
"753","423610","1"
"894","333514","1"
"894","332710","2"
"894","332116","3"
"755","334412","1"
"756","238210","1"
"756","334210","2"
"756","334220","3"
"757","423430","1"
"758","423710","1"
