"contact_id","cert_id"
"2941","1"
"3057","3"
"2831","2"
"3476","1"
"2697","1"
"1746","3"
"2697","3"
"2984","2"
"3150","1"
"3150","3"
"3291","1"
"2195","2"
"3142","1"
"3291","3"
"2786","1"
"3485","1"
"2786","2"
"3279","1"
"3001","1"
"3485","2"
"3309","1"
"3279","3"
"3182","3"
"3485","3"
"3089","1"
"3329","3"
"3106","1"
"2445","1"
"3056","1"
"3281","1"
"3281","3"
"3048","1"
"3048","3"
"3037","1"
"3037","3"
"3005","1"
"3041","2"
"3283","1"
"2445","3"
"3062","3"
"3068","1"
"3068","3"
"3088","3"
"2759","1"
"2759","3"
"3009","2"
"3050","1"
"2773","1"
"3285","1"
"1930","1"
"1930","2"
"1930","3"
"751","1"
"751","3"
"2730","2"
"3517","2"
"2502","2"
"702","1"
"2245","1"
"1852","1"
"1852","3"
"1938","1"
"3192","1"
"2844","2"
"1898","1"
"1898","3"
"2322","3"
"445","1"
"445","3"
"1466","1"
"2941","2"
"296","1"
"2941","3"
"2597","1"
"2597","3"
"1596","1"
"1596","3"
"2872","1"
"2872","2"
"2010","1"
"3204","1"
"3204","3"
"3407","1"
"2773","3"
"686","1"
"2846","3"
"2300","3"
"1559","1"
"1559","3"
"3402","1"
"2478","1"
"2478","3"
"1978","2"
"1260","3"
"2031","1"
"3202","1"
"2818","1"
"2818","3"
"2051","3"
"2936","1"
"2936","3"
"2576","1"
"3211","1"
"3211","2"
"2170","3"
"2433","3"
"1319","1"
"1319","3"
"2446","1"
"3202","2"
"2827","1"
"3202","3"
"1740","1"
"1740","3"
"686","3"
"3066","1"
"3077","1"
"3206","1"
"3022","1"
"3212","3"
"3106","2"
"3106","3"
"3211","3"
"2611","3"
"3144","3"
"3164","1"
"3164","3"
"3152","2"
"3158","1"
"2738","1"
"2940","3"
"3369","1"
"18650","1"
"2067","1"
"2067","3"
"1239","1"
"1239","3"
"3022","2"
"3194","1"
"3200","1"
"3000","1"
"3022","3"
"3232","2"
"3000","3"
"2937","1"
"3221","1"
"3221","3"
"3107","2"
"3243","3"
"2629","1"
"1096","1"
"3317","2"
"2637","1"
"647","1"
"2851","2"
"3300","1"
"3254","1"
"3254","3"
"3252","1"
"3252","3"
"3271","3"
"3249","1"
"3250","1"
"3256","1"
"3256","3"
"2660","1"
"3422","2"
"3273","2"
"3305","3"
"3315","1"
"3322","3"
"2562","3"
"3309","3"
"3319","1"
"3310","2"
"18650","3"
"3373","2"
"6602","2"
"3549","2"
"6597","1"
"6597","2"
"6589","3"
"3363","1"
"3552","1"
"3521","3"
"3556","2"
"3540","2"
"83806","1"
"83806","2"
"83806","3"
"3363","3"
"3375","1"
"8618","1"
"8618","2"
"8618","3"
"9627","1"
"40690","1"
"53713","3"
"55717","1"
"55717","3"
"57732","1"
"57732","2"
"59740","2"
"64772","2"
"77786","1"
